# COG	func	name
COG3322	T	Extracellular (periplasmic) sensor domain CHASE (specificity unknown)
COG3323	S	Uncharacterized protein
COG3324	R	Predicted enzyme related to lactoylglutathione lyase
COG3325	G	Chitinase, GH18 family
COG3326	S	Uncharacterized membrane protein YsdA, DUF1294 family
COG3327	K	DNA-binding transcriptional regulator PaaX (phenylacetic acid degradation)
COG3328	X	Transposase (or an inactivated derivative)
COG3329	S	Uncharacterized conserved protein
COG3330	S	Uncharacterized conserved protein
COG3331	R	Penicillin-binding protein-related factor A, putative recombinase
COG3332	S	Uncharacterized conserved protein, contains NRDE domain
COG3333	R	TctA family transporter
COG3334	N	Flagellar motility protein MotE, a chaperone for MotC folding
COG3335	X	Transposase
COG3336	CO	Cytochrome c oxidase assembly factor CtaG
COG3337	V	CRISPR/Cas system CMR-associated protein Cmr5, small subunit
COG3338	P	Carbonic anhydrase
COG3339	S	Uncharacterized membrane protein YkvA, DUF1232 family
COG3340	E	Peptidase E
COG3341	R	RNase HI-related protein, contains viroplasmin and RNaseH domains
COG3342	R	Uncharacterized conserved protein, Ntn-hydrolase superfamily
COG3343	K	DNA-directed RNA polymerase, delta subunit
COG3344	X	Retron-type reverse transcriptase
COG3345	G	Alpha-galactosidase
COG3346	O	Cytochrome oxidase assembly protein ShyY1
COG3347	G	Rhamnose utilisation protein RhaD, predicted bifunctional aldolase and dehydrogenase
COG3349	R	Uncharacterized conserved protein, contains NAD-binding domain and a Fe-S cluster
COG3350	S	Uncharacterized conserved protein, YHS domain
COG3351	N	Archaellum component FlaD/FlaE
COG3352	N	Archaellum component FlaC
COG3353	N	Archaellum component FlaF, FlaF/FlaG flagellin family
COG3354	N	Archaellum component FlaG, FlaF/FlaG flagellin family
COG3355	K	Predicted transcriptional regulator
COG3356	I	Predicted membrane-associated lipid hydrolase, neutral ceramidase superfamily
COG3357	K	Predicted transcriptional regulator containing an HTH domain fused to a Zn-ribbon
COG3358	S	Uncharacterized conserved protein, DUF1684 family
COG3359	R	Uncharacterized conserved protein YprB, contains RNaseH-like and TPR domains
COG3360	R	Flavin-binding protein dodecin
COG3361	S	Uncharacterized protein YqjF, DUF2071 family
COG3363	F	Archaeal IMP cyclohydrolase
COG3364	R	Predicted  nucleic acid-binding protein, contains Zn-ribbon domain
COG3365	S	Uncharacterized protein
COG3366	S	Uncharacterized protein
COG3367	R	Uncharacterized conserved protein, NAD-dependent epimerase/dehydratase family
COG3368	R	Predicted permease
COG3369	S	Uncharacterized protein, contains Zn-finger domain of CDGSH type
COG3370	S	Uncharacterized protein
COG3371	S	Uncharacterized membrane protein
COG3372	R	Predicted nuclease of restriction endonuclease-like (RecB) superfamily, implicated in nucleotide excision repair
COG3373	K	Predicted transcriptional regulator, contains HTH domain
COG3374	S	Uncharacterized membrane protein
COG3375	R	Predicted acetyltransferase, GNAT superfamily
COG3376	P	High-affinity nickel permease
COG3377	S	Uncharacterized protein YunC, DUF1805 family
COG3378	X	Phage- or plasmid-associated DNA primase
COG3379	R	Predicted phosphohydrolase or phosphomutase, AlkP superfamily
COG3380	R	Predicted NAD/FAD-dependent oxidoreductase
COG3381	O	Cytoplasmic chaperone TorD involved in molybdoenzyme TorA maturation
COG3382	R	B3/B4 domain (DNA/RNA-binding domain of Phe-tRNA-synthetase)
COG3383	R	Predicted molibdopterin-dependent oxidoreductase YjgC
COG3384	Q	Aromatic ring-opening dioxygenase, catalytic subunit, LigB family
COG3385	X	IS4 transposase
COG3386	G	Sugar lactone lactonase YvrE
COG3387	G	Glucoamylase (glucan-1,4-alpha-glucosidase), GH15 family
COG3388	K	Predicted transcriptional regulator
COG3389	O	Presenilin-like membrane protease, A22 family
COG3390	L	Replication protein A (RPA) family protein
COG3391	R	DNA-binding beta-propeller fold protein YncE
COG3392	L	Adenine-specific DNA methylase
COG3393	R	Predicted acetyltransferase, GNAT family
COG3394	S	Predicted glycoside hydrolase or deacetylase ChbG, UPF0249 family
COG3395	S	Uncharacterized conserved protein YgbK, DUF1537 family
COG3396	Q	1,2-phenylacetyl-CoA epoxidase, catalytic subunit
COG3397	R	Predicted carbohydrate-binding protein, contains CBM5 and CBM33 domains
COG3398	K	Predicted transcriptional regulator, containsd two HTH domains
COG3399	S	Uncharacterized protein
COG3400	S	Uncharacterized protein
COG3401	R	Fibronectin type 3 domain
COG3402	S	Uncharacterized membrane protein YdbS, contains bPH2 (bacterial pleckstrin homology) domain
COG3403	S	Uncharacterized protein YcgG, contains conserved FPC and CPF motifs
COG3404	E	Formiminotetrahydrofolate cyclodeaminase
COG3405	G	Endo-1,4-beta-D-glucanase Y
COG3407	I	Mevalonate pyrophosphate decarboxylase
COG3408	G	Glycogen debranching enzyme (alpha-1,6-glucosidase)
COG3409	M	Peptidoglycan-binding (PGRP) domain of peptidoglycan hydrolases
COG3410	S	Uncharacterized protein, DUF2075 family
COG3411	C	(2Fe-2S) ferredoxin
COG3412	T	PTS-EIIA-like component DhaM of the dihydroxyacetone kinase DhaKLM complex
COG3413	R	Predicted DNA binding protein, contains HTH domain
COG3414	G	Phosphotransferase system, galactitol-specific IIB component
COG3415	X	Transposase
COG3416	S	Uncharacterized protein
COG3417	M	Outer membrane lipoprotein LpoB, binds and activates PBP1b
COG3418	NU	Flagellar biosynthesis/type III secretory pathway chaperone
COG3419	NW	Tfp pilus assembly protein, tip-associated adhesin PilY1
COG3420	P	Nitrous oxidase accessory protein NosD, contains tandem CASH domains
COG3421	S	Uncharacterized protein
COG3422	S	Uncharacterized conserved protein YegP, UPF0339 family
COG3423	K	Predicted transcriptional regulator, lambda repressor-like DNA-binding domain
COG3424	Q	Predicted naringenin-chalcone synthase
COG3425	I	3-hydroxy-3-methylglutaryl CoA synthase
COG3426	C	Butyrate kinase
COG3427	C	Carbon monoxide dehydrogenase subunit G
COG3428	S	Uncharacterized membrane protein YdbT, contains bPH2 (bacterial pleckstrin homology) domain
COG3429	G	Glucose-6-phosphate dehydrogenase assembly protein OpcA, contains a peptidoglycan-binding domain
COG3430	N	Archaeal flagellin (archaellin), FlaG/FlaF family
COG3431	S	Uncharacterized membrane protein, DUF373 family
COG3432	K	Predicted transcriptional regulator
COG3433	Q	Aryl carrier domain
COG3434	T	c-di-GMP-related signal transduction protein, contains EAL and HDOD domains
COG3435	Q	Gentisate 1,2-dioxygenase
COG3436	X	Transposase
COG3437	T	Response regulator c-di-GMP phosphodiesterase, RpfG family, contains REC and HD-GYP domains
COG3439	S	Uncharacterized conserved protein, DUF302 family
COG3440	V	Predicted restriction endonuclease
COG3442	R	Glutamine amidotransferase related to the GATase domain of CobQ
COG3443	P	Periplasmic Zn/Cd-binding protein ZinT
COG3444	G	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB
COG3445	H	Autonomous glycyl radical cofactor GrcA
COG3447	T	Integral membrane sensor domain MASE1
COG3448	T	CBS-domain-containing membrane protein
COG3449	L	DNA gyrase inhibitor GyrI
COG3450	R	Predicted enzyme of the cupin superfamily
COG3451	U	Type IV secretory pathway, VirB4 component
COG3452	T	Extracellular (periplasmic) sensor domain CHASE (specificity unknown)
COG3453	R	Predicted phosphohydrolase, protein tyrosine phosphatase (PTP) superfamily, DUF442 family
COG3454	P	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase PhnM
COG3455	U	Type VI protein secretion system component VasF
COG3456	TU	Predicted component of the type VI protein secretion system, contains a FHA domain
COG3457	E	Predicted amino acid racemase
COG3458	Q	Cephalosporin-C deacetylase or related acetyl esterase
COG3459	G	Cellobiose phosphorylase
COG3460	Q	1,2-phenylacetyl-CoA epoxidase, PaaB subunit
COG3461	S	Uncharacterized protein
COG3462	S	Uncharacterized membrane protein
COG3463	S	Uncharacterized membrane protein
COG3464	X	Transposase
COG3465	S	Uncharacterized protein YwgA
COG3466	X	Putative transposon-encoded protein
COG3467	V	Nitroimidazol reductase NimA or a related FMN-containing flavoprotein, pyridoxamine 5'-phosphate oxidase superfamily
COG3468	MU	Type V secretory pathway, adhesin AidA
COG3469	G	Chitinase
COG3470	MI	Uncharacterized protein probably involved in high-affinity Fe2+ transport
COG3471	S	Predicted secreted (periplasmic) protein
COG3472	S	Uncharacterized protein
COG3473	Q	Maleate cis-trans isomerase
COG3474	C	Cytochrome c2
COG3475	I	Phosphorylcholine metabolism protein LicD
COG3476	T	Tryptophan-rich sensory protein (mitochondrial benzodiazepine receptor homolog)
COG3477	S	Uncharacterized membrane protein YagU, involved in acid resistance, DUF1440 family
COG3478	R	Predicted nucleic-acid-binding protein, contains Zn-ribbon domain
COG3479	Q	Phenolic acid decarboxylase
COG3480	T	Predicted secreted protein containing a PDZ domain
COG3481	J	3'-5' exoribonuclease YhaM, can participate in 23S rRNA maturation,  HD superfamily
COG3482	S	Uncharacterized protein
COG3483	E	Tryptophan 2,3-dioxygenase (vermilion)
COG3484	O	Predicted proteasome-type protease
COG3485	Q	Protocatechuate 3,4-dioxygenase beta subunit
COG3486	Q	Lysine/ornithine N-monooxygenase
COG3487	S	Uncharacterized iron-regulated protein
COG3488	R	Uncharacterized conserved protein with two CxxC motifs, DUF1111 family
COG3489	S	Predicted periplasmic lipoprotein
COG3490	S	Uncharacterized protein
COG3491	Q	Isopenicillin N synthase and related dioxygenases
COG3492	S	Uncharacterized protein
COG3493	C	Na+/citrate or Na+/malate symporter
COG3494	S	Uncharacterized conserved protein, DUF1009 family
COG3495	S	Uncharacterized protein
COG3496	S	Uncharacterized conserved protein, DUF1365 family
COG3497	X	Phage tail sheath protein FI
COG3498	X	Phage tail tube protein FII
COG3499	X	Phage protein U
COG3500	X	Phage protein D
COG3501	UXR	Uncharacterized conserved protein, implicated in type VI secretion and phage assembly
COG3502	S	Uncharacterized conserved protein, DUF952 family
COG3503	S	Uncharacterized membrane protein
COG3504	U	Type IV secretory pathway, VirB9 components
COG3505	U	Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase
COG3506	S	Regulation of enolase protein 1 (function unknown), concanavalin A-like superfamily
COG3507	G	Beta-xylosidase
COG3508	Q	Homogentisate 1,2-dioxygenase
COG3509	Q	Poly(3-hydroxybutyrate) depolymerase
COG3510	V	Cephalosporin hydroxylase
COG3511	M	Phospholipase C
COG3512	V	CRISPR/Cas system-associated protein Cas2, endoribonuclease
COG3513	V	CRISPR/Cas system Type II  associated protein, contains McrA/HNH and RuvC-like nuclease domains
COG3514	S	Uncharacterized conserved protein, DUF4415 family
COG3515	U	Predicted component of the type VI protein secretion system
COG3516	U	Predicted component of the type VI protein secretion system
COG3517	U	Predicted component of the type VI protein secretion system
COG3518	U	Predicted component of the type VI protein secretion system
COG3519	U	Type VI protein secretion system component VasA
COG3520	U	Predicted component of the type VI protein secretion system
COG3521	U	Predicted component of the type VI protein secretion system
COG3522	U	Predicted component of the type VI protein secretion system
COG3523	U	Type VI protein secretion system component VasK
COG3524	M	Capsule polysaccharide export protein KpsE/RkpR
COG3525	G	N-acetyl-beta-hexosaminidase
COG3526	S	Predicted selenoprotein, Rdx family
COG3527	Q	Alpha-acetolactate decarboxylase
COG3528	S	Uncharacterized protein
COG3529	R	Predicted nucleic-acid-binding protein, contains Zn-ribbon domain
COG3530	S	Uncharacterized conserved protein, DUF3820 family
COG3531	O	Predicted protein-disulfide isomerase , contains CxxC motif
COG3533	S	Uncharacterized conserved protein, DUF1680 family
COG3534	G	Alpha-L-arabinofuranosidase
COG3535	S	Uncharacterized conserved protein, DUF917 family
COG3536	S	Uncharacterized conserved protein, DUF971 family
COG3537	G	Putative alpha-1,2-mannosidase
COG3538	S	Meiotically up-regulated gene 157 (Mug157) protein (function unknown)
COG3539	N	Pilin (type 1 fimbria component protein)
COG3540	P	Phosphodiesterase/alkaline phosphatase D
COG3541	R	Predicted nucleotidyltransferase
COG3542	R	Predicted sugar epimerase, cupin superfamily
COG3543	S	Uncharacterized protein
COG3544	S	Uncharacterized conserved protein, DUF305 family
COG3545	R	Predicted esterase of the alpha/beta hydrolase fold
COG3546	P	Mn-containing catalase (includes spore coat protein CotJC)
COG3547	X	Transposase
COG3548	S	Uncharacterized membrane protein
COG3549	V	Plasmid maintenance system killer protein
COG3550	T	Serine/threonine protein kinase HipA, toxin component of the HipAB toxin-antitoxin module
COG3551	S	Uncharacterized protein
COG3552	S	Uncharacterized conserved protein, contains von Willebrand factor type A (vWA) domain
COG3553	S	Uncharacterized protein
COG3554	S	Uncharacterized protein
COG3555	O	Aspartyl/asparaginyl beta-hydroxylase, cupin superfamily
COG3556	S	Uncharacterized membrane protein
COG3557	S	Uncharacterized domain/protein associated with RNAses G and E
COG3558	S	Uncharacterized conserved protein, nuclear transport factor 2 (NTF2) superfamily
COG3559	U	Putative exporter of polyketide antibiotics
COG3560	R	Fatty acid repression mutant protein (predicted oxidoreductase)
COG3561	X	Phage anti-repressor protein
COG3562	M	Capsule polysaccharide modification protein KpsS
COG3563	M	Capsule polysaccharide export protein KpsC/LpsZ
COG3564	S	Uncharacterized conserved protein, DUF779 family
COG3565	R	Predicted dioxygenase of extradiol dioxygenase family
COG3566	S	Uncharacterized protein
COG3567	S	Uncharacterized protein
COG3568	R	Metal-dependent hydrolase, endonuclease/exonuclease/phosphatase family
COG3569	L	DNA topoisomerase IB
COG3570	V	Streptomycin 6-kinase
COG3571	R	Predicted hydrolase of the alpha/beta-hydrolase fold
COG3572	H	Gamma-glutamylcysteine synthetase
COG3573	R	Predicted oxidoreductase
COG3575	S	Uncharacterized protein
COG3576	R	Predicted flavin-nucleotide-binding protein, pyridoxine 5'-phosphate oxidase superfamily
COG3577	R	Predicted aspartyl protease
COG3579	E	Aminopeptidase C
COG3580	R	Predicted nucleotide-binding protein, sugar kinase/HSP70/actin superfamily
COG3581	R	Predicted nucleotide-binding protein, sugar kinase/HSP70/actin superfamily
COG3582	R	Predicted nucleic acid binding protein containing the AN1-type Zn-finger
COG3583	S	Uncharacterized conserved protein YabE, contains G5 and tandem DUF348 domains
COG3584	S	3D (Asp-Asp-Asp) domain
COG3585	H	Molybdopterin-binding protein
COG3586	S	Predicted transport protein
COG3587	V	Restriction endonuclease
COG3588	G	Fructose-bisphosphate aldolase class 1
COG3589	S	Uncharacterized protein
COG3590	O	Predicted metalloendopeptidase
COG3591	E	V8-like Glu-specific endopeptidase
COG3592	S	Uncharacterized Fe-S cluster protein YjdI
COG3593	L	Predicted ATP-dependent endonuclease of the OLD family, contains P-loop ATPase and TOPRIM domains
COG3594	G	Fucose 4-O-acetylase or related acetyltransferase
COG3595	S	Uncharacterized conserved protein YvlB, contains  DUF4097 and DUF4098 domains
COG3596	R	Predicted GTPase
COG3597	S	Uncharacterized conserved protein, DUF697 family
COG3598	L	RecA-family ATPase
COG3599	D	Cell division septum initiation DivIVA, interacts with FtsZ, MinD and other proteins
COG3600	X	Uncharacterized phage-associated protein
COG3601	H	Riboflavin transporter FmnP
COG3602	S	Uncharacterized protein
COG3603	S	Uncharacterized protein
COG3604	KT	Transcriptional regulator containing GAF, AAA-type ATPase, and DNA-binding Fis domains
COG3605	T	Signal transduction protein containing GAF and PtsI domains
COG3607	R	Predicted lactoylglutathione lyase
COG3608	R	Predicted deacylase
COG3609	K	Transcriptional regulator, contains Arc/MetJ-type RHH (ribbon-helix-helix) DNA-binding domain
COG3610	S	Uncharacterized membrane protein YjjB, DUF3815 family
COG3611	L	Replication initiation and membrane attachment protein DnaB
COG3612	S	Uncharacterized protein
COG3613	F	Nucleoside 2-deoxyribosyltransferase
COG3614	T	Extracellular (periplasmic) sensor domain CHASE1 (specificity unknown)
COG3615	S	Uncharacterized protein/domain, possibly involved in tellurite resistance
COG3616	E	D-serine deaminase, pyridoxal phosphate-dependent
COG3617	X	Prophage antirepressor
COG3618	R	Predicted metal-dependent hydrolase, TIM-barrel fold
COG3619	S	Uncharacterized membrane protein YoaK, UPF0700 family
COG3620	K	Predicted transcriptional regulator with C-terminal CBS domains
COG3621	R	Patatin-like phospholipase/acyl hydrolase
COG3622	G	Hydroxypyruvate isomerase
COG3623	G	L-ribulose-5-phosphate 3-epimerase UlaE
COG3624	P	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
COG3625	P	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
COG3626	P	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
